[step6] device=cuda  epochs=100  seeds=[1, 2, 3]
[step6] num_concepts=108  num_classes=200
[step6][seed 1] epoch 1/100  loss=5.2208  cls=5.1544  concept=0.6636  train_acc=0.0326  val_loss=4.9481  val_cls=4.8709  val_concept=0.7719  val_acc=0.0745
[step6][seed 2] epoch 51/100  loss=0.1685  cls=0.0573  concept=1.1120  train_acc=1.0000  val_loss=1.1196  val_cls=1.0129  val_concept=1.0667  val_acc=0.7275
[step6][seed 2] epoch 52/100  loss=0.1666  cls=0.0562  concept=1.1044  train_acc=1.0000  val_loss=1.1080  val_cls=1.0027  val_concept=1.0535  val_acc=0.7175
[step6][seed 2] epoch 53/100  loss=0.1654  cls=0.0556  concept=1.0979  train_acc=1.0000  val_loss=1.1256  val_cls=1.0203  val_concept=1.0531  val_acc=0.7230
[step6][seed 2] epoch 54/100  loss=0.1643  cls=0.0551  concept=1.0929  train_acc=1.0000  val_loss=1.1175  val_cls=1.0132  val_concept=1.0428  val_acc=0.7197
[step6][seed 2] epoch 55/100  loss=0.1623  cls=0.0538  concept=1.0855  train_acc=1.0000  val_loss=1.1238  val_cls=1.0202  val_concept=1.0367  val_acc=0.7264
[step6][seed 2] epoch 56/100  loss=0.1603  cls=0.0525  concept=1.0780  train_acc=1.0000  val_loss=1.1285  val_cls=1.0260  val_concept=1.0246  val_acc=0.7275
[step6][seed 2] epoch 57/100  loss=0.1589  cls=0.0519  concept=1.0704  train_acc=1.0000  val_loss=1.1154  val_cls=1.0131  val_concept=1.0237  val_acc=0.7264
[step6][seed 2] epoch 58/100  loss=0.1571  cls=0.0504  concept=1.0664  train_acc=1.0000  val_loss=1.1173  val_cls=1.0157  val_concept=1.0157  val_acc=0.7186
[step6][seed 2] epoch 59/100  loss=0.1570  cls=0.0508  concept=1.0618  train_acc=1.0000  val_loss=1.1286  val_cls=1.0271  val_concept=1.0148  val_acc=0.7219
[step6][seed 2] epoch 60/100  loss=0.1556  cls=0.0500  concept=1.0558  train_acc=1.0000  val_loss=1.1234  val_cls=1.0230  val_concept=1.0044  val_acc=0.7164
[step6][seed 2] epoch 61/100  loss=0.1547  cls=0.0496  concept=1.0513  train_acc=1.0000  val_loss=1.1247  val_cls=1.0248  val_concept=0.9997  val_acc=0.7275
[step6][seed 2] epoch 62/100  loss=0.1532  cls=0.0486  concept=1.0460  train_acc=1.0000  val_loss=1.1284  val_cls=1.0288  val_concept=0.9968  val_acc=0.7230
[step6][seed 2] epoch 63/100  loss=0.1518  cls=0.0477  concept=1.0409  train_acc=1.0000  val_loss=1.1369  val_cls=1.0380  val_concept=0.9894  val_acc=0.7219
[step6][seed 2] epoch 64/100  loss=0.1507  cls=0.0472  concept=1.0349  train_acc=1.0000  val_loss=1.1263  val_cls=1.0273  val_concept=0.9901  val_acc=0.7186
[step6][seed 2] epoch 65/100  loss=0.1497  cls=0.0464  concept=1.0327  train_acc=1.0000  val_loss=1.1272  val_cls=1.0282  val_concept=0.9897  val_acc=0.7130
[step6][seed 2] epoch 66/100  loss=0.1488  cls=0.0460  concept=1.0283  train_acc=1.0000  val_loss=1.1305  val_cls=1.0326  val_concept=0.9783  val_acc=0.7164
[step6][seed 2] epoch 67/100  loss=0.1479  cls=0.0455  concept=1.0236  train_acc=1.0000  val_loss=1.1224  val_cls=1.0248  val_concept=0.9761  val_acc=0.7286
[step6][seed 2] epoch 68/100  loss=0.1475  cls=0.0456  concept=1.0190  train_acc=1.0000  val_loss=1.1261  val_cls=1.0288  val_concept=0.9730  val_acc=0.7241
[step6][seed 2] epoch 69/100  loss=0.1463  cls=0.0445  concept=1.0178  train_acc=1.0000  val_loss=1.1334  val_cls=1.0363  val_concept=0.9718  val_acc=0.7275
[step6][seed 2] epoch 70/100  loss=0.1456  cls=0.0442  concept=1.0136  train_acc=1.0000  val_loss=1.1285  val_cls=1.0321  val_concept=0.9641  val_acc=0.7197
[step6][seed 2] epoch 71/100  loss=0.1447  cls=0.0435  concept=1.0113  train_acc=1.0000  val_loss=1.1204  val_cls=1.0241  val_concept=0.9629  val_acc=0.7230
[step6][seed 2] epoch 72/100  loss=0.1439  cls=0.0434  concept=1.0056  train_acc=1.0000  val_loss=1.1368  val_cls=1.0409  val_concept=0.9590  val_acc=0.7319
[step6][seed 2] epoch 73/100  loss=0.1431  cls=0.0428  concept=1.0037  train_acc=1.0000  val_loss=1.1387  val_cls=1.0429  val_concept=0.9572  val_acc=0.7241
[step6][seed 2] epoch 74/100  loss=0.1429  cls=0.0427  concept=1.0021  train_acc=1.0000  val_loss=1.1283  val_cls=1.0330  val_concept=0.9527  val_acc=0.7241
[step6][seed 2] epoch 75/100  loss=0.1418  cls=0.0420  concept=0.9985  train_acc=1.0000  val_loss=1.1227  val_cls=1.0278  val_concept=0.9490  val_acc=0.7253
[step6][seed 2] epoch 76/100  loss=0.1416  cls=0.0421  concept=0.9952  train_acc=1.0000  val_loss=1.1264  val_cls=1.0312  val_concept=0.9521  val_acc=0.7219
[step6][seed 2] epoch 77/100  loss=0.1409  cls=0.0416  concept=0.9936  train_acc=1.0000  val_loss=1.1365  val_cls=1.0416  val_concept=0.9483  val_acc=0.7197
[step6][seed 2] epoch 78/100  loss=0.1409  cls=0.0417  concept=0.9921  train_acc=1.0000  val_loss=1.1344  val_cls=1.0399  val_concept=0.9449  val_acc=0.7297
[step6][seed 2] epoch 79/100  loss=0.1403  cls=0.0412  concept=0.9912  train_acc=1.0000  val_loss=1.1282  val_cls=1.0339  val_concept=0.9430  val_acc=0.7275
[step6][seed 2] epoch 80/100  loss=0.1398  cls=0.0410  concept=0.9884  train_acc=1.0000  val_loss=1.1377  val_cls=1.0435  val_concept=0.9425  val_acc=0.7275
[step6][seed 2] epoch 81/100  loss=0.1393  cls=0.0407  concept=0.9858  train_acc=1.0000  val_loss=1.1292  val_cls=1.0350  val_concept=0.9421  val_acc=0.7308
[step6][seed 2] epoch 82/100  loss=0.1387  cls=0.0402  concept=0.9846  train_acc=1.0000  val_loss=1.1384  val_cls=1.0448  val_concept=0.9360  val_acc=0.7286
[step6][seed 2] epoch 83/100  loss=0.1389  cls=0.0405  concept=0.9836  train_acc=1.0000  val_loss=1.1302  val_cls=1.0364  val_concept=0.9385  val_acc=0.7286
[step6][seed 2] epoch 84/100  loss=0.1386  cls=0.0405  concept=0.9812  train_acc=1.0000  val_loss=1.1258  val_cls=1.0320  val_concept=0.9383  val_acc=0.7241
[step6][seed 2] epoch 85/100  loss=0.1381  cls=0.0400  concept=0.9807  train_acc=1.0000  val_loss=1.1246  val_cls=1.0311  val_concept=0.9349  val_acc=0.7286
[step6][seed 2] epoch 86/100  loss=0.1377  cls=0.0398  concept=0.9792  train_acc=1.0000  val_loss=1.1268  val_cls=1.0333  val_concept=0.9350  val_acc=0.7286
[step6][seed 2] epoch 87/100  loss=0.1378  cls=0.0399  concept=0.9785  train_acc=1.0000  val_loss=1.1324  val_cls=1.0391  val_concept=0.9331  val_acc=0.7319
[step6][seed 2] epoch 88/100  loss=0.1368  cls=0.0391  concept=0.9777  train_acc=1.0000  val_loss=1.1271  val_cls=1.0339  val_concept=0.9315  val_acc=0.7241
[step6][seed 2] epoch 89/100  loss=0.1372  cls=0.0395  concept=0.9771  train_acc=1.0000  val_loss=1.1290  val_cls=1.0359  val_concept=0.9310  val_acc=0.7253
[step6][seed 2] epoch 90/100  loss=0.1370  cls=0.0394  concept=0.9756  train_acc=1.0000  val_loss=1.1283  val_cls=1.0353  val_concept=0.9301  val_acc=0.7241
[step6][seed 2] epoch 91/100  loss=0.1372  cls=0.0396  concept=0.9753  train_acc=1.0000  val_loss=1.1305  val_cls=1.0375  val_concept=0.9296  val_acc=0.7241
[step6][seed 2] epoch 92/100  loss=0.1368  cls=0.0393  concept=0.9747  train_acc=1.0000  val_loss=1.1295  val_cls=1.0366  val_concept=0.9288  val_acc=0.7230
[step6][seed 2] epoch 93/100  loss=0.1362  cls=0.0387  concept=0.9748  train_acc=1.0000  val_loss=1.1317  val_cls=1.0389  val_concept=0.9281  val_acc=0.7275
[step6][seed 2] epoch 94/100  loss=0.1363  cls=0.0389  concept=0.9741  train_acc=1.0000  val_loss=1.1329  val_cls=1.0401  val_concept=0.9283  val_acc=0.7241
[step6][seed 2] epoch 95/100  loss=0.1360  cls=0.0386  concept=0.9741  train_acc=1.0000  val_loss=1.1325  val_cls=1.0398  val_concept=0.9274  val_acc=0.7230
[step6][seed 2] epoch 96/100  loss=0.1363  cls=0.0389  concept=0.9738  train_acc=1.0000  val_loss=1.1331  val_cls=1.0404  val_concept=0.9273  val_acc=0.7241
[step6][seed 2] epoch 97/100  loss=0.1358  cls=0.0385  concept=0.9733  train_acc=1.0000  val_loss=1.1315  val_cls=1.0388  val_concept=0.9271  val_acc=0.7253
[step6][seed 2] epoch 98/100  loss=0.1363  cls=0.0389  concept=0.9738  train_acc=1.0000  val_loss=1.1319  val_cls=1.0392  val_concept=0.9270  val_acc=0.7230
[step6][seed 2] epoch 99/100  loss=0.1361  cls=0.0389  concept=0.9724  train_acc=1.0000  val_loss=1.1319  val_cls=1.0392  val_concept=0.9270  val_acc=0.7230
[step6][seed 2] epoch 100/100  loss=0.1361  cls=0.0388  concept=0.9724  train_acc=1.0000  val_loss=1.1319  val_cls=1.0392  val_concept=0.9270  val_acc=0.7230
[step6][seed 2] test top-1 accuracy = 0.7240
[step6][seed 2] saved checkpoint -> /home/cril/boulaabi/CLARITY/VisualCLARITY/outputs/checkpoints/globalcbm_seed2.pt
[step6][seed 3] epoch 1/100  loss=5.2293  cls=5.1644  concept=0.6496  train_acc=0.0336  val_loss=4.9668  val_cls=4.8905  val_concept=0.7638  val_acc=0.0523
[step6][seed 3] epoch 2/100  loss=4.5633  cls=4.4661  concept=0.9720  train_acc=0.1317  val_loss=4.2125  val_cls=4.0989  val_concept=1.1359  val_acc=0.1524
[step6][seed 3] epoch 3/100  loss=3.8026  cls=3.6742  concept=1.2842  train_acc=0.2481  val_loss=3.5282  val_cls=3.3883  val_concept=1.3994  val_acc=0.2803
[step6][seed 3] epoch 4/100  loss=3.1645  cls=3.0156  concept=1.4890  train_acc=0.3900  val_loss=3.0197  val_cls=2.8637  val_concept=1.5595  val_acc=0.3326
[step6][seed 3] epoch 5/100  loss=2.6703  cls=2.5090  concept=1.6129  train_acc=0.4985  val_loss=2.6612  val_cls=2.4958  val_concept=1.6538  val_acc=0.4071
[step6][seed 3] epoch 6/100  loss=2.2944  cls=2.1252  concept=1.6925  train_acc=0.5925  val_loss=2.3713  val_cls=2.2028  val_concept=1.6857  val_acc=0.4972
[step6][seed 3] epoch 7/100  loss=2.0003  cls=1.8268  concept=1.7349  train_acc=0.6605  val_loss=2.1571  val_cls=1.9831  val_concept=1.7398  val_acc=0.5306
[step6][seed 3] epoch 8/100  loss=1.7595  cls=1.5836  concept=1.7589  train_acc=0.7268  val_loss=1.9920  val_cls=1.8166  val_concept=1.7538  val_acc=0.5539
[step6][seed 3] epoch 9/100  loss=1.5543  cls=1.3766  concept=1.7772  train_acc=0.7710  val_loss=1.8271  val_cls=1.6529  val_concept=1.7426  val_acc=0.6085
[step6][seed 3] epoch 10/100  loss=1.3873  cls=1.2102  concept=1.7712  train_acc=0.8114  val_loss=1.7182  val_cls=1.5425  val_concept=1.7568  val_acc=0.6285
[step6][seed 3] epoch 11/100  loss=1.2492  cls=1.0714  concept=1.7772  train_acc=0.8420  val_loss=1.6186  val_cls=1.4461  val_concept=1.7250  val_acc=0.6318
[step6][seed 3] epoch 12/100  loss=1.1164  cls=0.9402  concept=1.7622  train_acc=0.8752  val_loss=1.5547  val_cls=1.3820  val_concept=1.7267  val_acc=0.6596
[step6][seed 3] epoch 13/100  loss=1.0136  cls=0.8379  concept=1.7565  train_acc=0.8956  val_loss=1.5041  val_cls=1.3322  val_concept=1.7187  val_acc=0.6529
[step6][seed 3] epoch 14/100  loss=0.9176  cls=0.7429  concept=1.7468  train_acc=0.9085  val_loss=1.4749  val_cls=1.3043  val_concept=1.7062  val_acc=0.6674
[step6][seed 3] epoch 15/100  loss=0.8328  cls=0.6600  concept=1.7286  train_acc=0.9309  val_loss=1.4261  val_cls=1.2588  val_concept=1.6723  val_acc=0.6852
[step6][seed 3] epoch 16/100  loss=0.7518  cls=0.5806  concept=1.7120  train_acc=0.9482  val_loss=1.3680  val_cls=1.1987  val_concept=1.6927  val_acc=0.6919
[step6][seed 3] epoch 17/100  loss=0.6886  cls=0.5182  concept=1.7041  train_acc=0.9598  val_loss=1.3224  val_cls=1.1584  val_concept=1.6398  val_acc=0.6908
[step6][seed 3] epoch 18/100  loss=0.6311  cls=0.4632  concept=1.6796  train_acc=0.9635  val_loss=1.2937  val_cls=1.1309  val_concept=1.6271  val_acc=0.7052
[step6][seed 3] epoch 19/100  loss=0.5785  cls=0.4127  concept=1.6575  train_acc=0.9711  val_loss=1.2720  val_cls=1.1116  val_concept=1.6043  val_acc=0.7075
[step6][seed 3] epoch 20/100  loss=0.5272  cls=0.3635  concept=1.6375  train_acc=0.9798  val_loss=1.2430  val_cls=1.0859  val_concept=1.5713  val_acc=0.7108
[step6][seed 3] epoch 21/100  loss=0.4843  cls=0.3224  concept=1.6190  train_acc=0.9857  val_loss=1.2188  val_cls=1.0626  val_concept=1.5620  val_acc=0.7241
[step6][seed 3] epoch 22/100  loss=0.4483  cls=0.2888  concept=1.5952  train_acc=0.9874  val_loss=1.2206  val_cls=1.0672  val_concept=1.5343  val_acc=0.7108
[step6][seed 3] epoch 23/100  loss=0.4157  cls=0.2580  concept=1.5765  train_acc=0.9925  val_loss=1.1963  val_cls=1.0445  val_concept=1.5183  val_acc=0.7130
[step6][seed 3] epoch 24/100  loss=0.3854  cls=0.2304  concept=1.5501  train_acc=0.9945  val_loss=1.1888  val_cls=1.0414  val_concept=1.4737  val_acc=0.7341
[step6][seed 3] epoch 25/100  loss=0.3601  cls=0.2079  concept=1.5220  train_acc=0.9955  val_loss=1.1703  val_cls=1.0251  val_concept=1.4514  val_acc=0.7275
[step6][seed 3] epoch 26/100  loss=0.3379  cls=0.1873  concept=1.5059  train_acc=0.9971  val_loss=1.1466  val_cls=1.0037  val_concept=1.4283  val_acc=0.7275
[step6][seed 3] epoch 27/100  loss=0.3228  cls=0.1749  concept=1.4792  train_acc=0.9976  val_loss=1.1547  val_cls=1.0141  val_concept=1.4057  val_acc=0.7319
[step6][seed 3] epoch 28/100  loss=0.3043  cls=0.1584  concept=1.4585  train_acc=0.9976  val_loss=1.1316  val_cls=0.9920  val_concept=1.3966  val_acc=0.7353
[step6][seed 3] epoch 29/100  loss=0.2890  cls=0.1455  concept=1.4354  train_acc=0.9994  val_loss=1.1519  val_cls=1.0156  val_concept=1.3627  val_acc=0.7286
[step6][seed 3] epoch 30/100  loss=0.2753  cls=0.1340  concept=1.4129  train_acc=0.9986  val_loss=1.1231  val_cls=0.9894  val_concept=1.3373  val_acc=0.7386
[step6][seed 3] epoch 31/100  loss=0.2641  cls=0.1250  concept=1.3914  train_acc=0.9990  val_loss=1.1393  val_cls=1.0065  val_concept=1.3279  val_acc=0.7319
[step6][seed 3] epoch 32/100  loss=0.2525  cls=0.1156  concept=1.3688  train_acc=0.9998  val_loss=1.1194  val_cls=0.9902  val_concept=1.2918  val_acc=0.7364
[step6][seed 3] epoch 33/100  loss=0.2429  cls=0.1082  concept=1.3478  train_acc=0.9998  val_loss=1.1244  val_cls=0.9961  val_concept=1.2831  val_acc=0.7319
[step6][seed 3] epoch 34/100  loss=0.2366  cls=0.1036  concept=1.3305  train_acc=0.9990  val_loss=1.1068  val_cls=0.9802  val_concept=1.2663  val_acc=0.7475
[step6][seed 3] epoch 35/100  loss=0.2281  cls=0.0971  concept=1.3099  train_acc=0.9998  val_loss=1.1468  val_cls=1.0216  val_concept=1.2528  val_acc=0.7286
[step6][seed 3] epoch 36/100  loss=0.2224  cls=0.0928  concept=1.2961  train_acc=1.0000  val_loss=1.1061  val_cls=0.9826  val_concept=1.2352  val_acc=0.7419
[step6][seed 3] epoch 37/100  loss=0.2170  cls=0.0891  concept=1.2795  train_acc=1.0000  val_loss=1.1004  val_cls=0.9777  val_concept=1.2273  val_acc=0.7531
[step6][seed 3] epoch 38/100  loss=0.2121  cls=0.0858  concept=1.2632  train_acc=1.0000  val_loss=1.1306  val_cls=1.0103  val_concept=1.2030  val_acc=0.7386
[step6][seed 3] epoch 39/100  loss=0.2078  cls=0.0829  concept=1.2491  train_acc=0.9998  val_loss=1.1149  val_cls=0.9952  val_concept=1.1972  val_acc=0.7453
[step6][seed 3] epoch 40/100  loss=0.2022  cls=0.0784  concept=1.2376  train_acc=1.0000  val_loss=1.1230  val_cls=1.0047  val_concept=1.1826  val_acc=0.7408
[step6][seed 3] epoch 41/100  loss=0.1994  cls=0.0774  concept=1.2208  train_acc=0.9998  val_loss=1.1103  val_cls=0.9931  val_concept=1.1719  val_acc=0.7297
[step6][seed 3] epoch 42/100  loss=0.1940  cls=0.0730  concept=1.2101  train_acc=1.0000  val_loss=1.1040  val_cls=0.9882  val_concept=1.1578  val_acc=0.7419
[step6][seed 3] epoch 43/100  loss=0.1895  cls=0.0699  concept=1.1955  train_acc=1.0000  val_loss=1.1200  val_cls=1.0050  val_concept=1.1506  val_acc=0.7408
[step6][seed 3] epoch 44/100  loss=0.1869  cls=0.0683  concept=1.1860  train_acc=0.9998  val_loss=1.1008  val_cls=0.9881  val_concept=1.1272  val_acc=0.7408
[step6][seed 3] epoch 45/100  loss=0.1846  cls=0.0671  concept=1.1753  train_acc=1.0000  val_loss=1.1099  val_cls=0.9974  val_concept=1.1244  val_acc=0.7341
[step6][seed 3] epoch 46/100  loss=0.1813  cls=0.0651  concept=1.1627  train_acc=1.0000  val_loss=1.0904  val_cls=0.9788  val_concept=1.1156  val_acc=0.7375
[step6][seed 3] epoch 47/100  loss=0.1790  cls=0.0635  concept=1.1556  train_acc=1.0000  val_loss=1.0945  val_cls=0.9843  val_concept=1.1019  val_acc=0.7341
[step6][seed 3] epoch 48/100  loss=0.1780  cls=0.0637  concept=1.1439  train_acc=0.9998  val_loss=1.1023  val_cls=0.9926  val_concept=1.0974  val_acc=0.7364
[step6][seed 3] epoch 49/100  loss=0.1763  cls=0.0623  concept=1.1394  train_acc=0.9994  val_loss=1.1152  val_cls=1.0058  val_concept=1.0942  val_acc=0.7364
[step6][seed 3] epoch 50/100  loss=0.1804  cls=0.0669  concept=1.1357  train_acc=0.9992  val_loss=1.1027  val_cls=0.9943  val_concept=1.0846  val_acc=0.7397
[step6][seed 3] epoch 51/100  loss=0.1718  cls=0.0593  concept=1.1247  train_acc=1.0000  val_loss=1.0872  val_cls=0.9799  val_concept=1.0730  val_acc=0.7419
[step6][seed 3] epoch 52/100  loss=0.1671  cls=0.0558  concept=1.1134  train_acc=1.0000  val_loss=1.1040  val_cls=0.9978  val_concept=1.0620  val_acc=0.7375
[step6][seed 3] epoch 53/100  loss=0.1656  cls=0.0551  concept=1.1053  train_acc=1.0000  val_loss=1.0901  val_cls=0.9846  val_concept=1.0554  val_acc=0.7397
[step6][seed 3] epoch 54/100  loss=0.1632  cls=0.0535  concept=1.0979  train_acc=1.0000  val_loss=1.1162  val_cls=1.0121  val_concept=1.0409  val_acc=0.7319
[step6][seed 3] epoch 55/100  loss=0.1621  cls=0.0533  concept=1.0882  train_acc=1.0000  val_loss=1.0798  val_cls=0.9752  val_concept=1.0461  val_acc=0.7508
[step6][seed 3] epoch 56/100  loss=0.1613  cls=0.0528  concept=1.0853  train_acc=1.0000  val_loss=1.0935  val_cls=0.9900  val_concept=1.0355  val_acc=0.7341
[step6][seed 3] epoch 57/100  loss=0.1595  cls=0.0516  concept=1.0792  train_acc=1.0000  val_loss=1.0887  val_cls=0.9858  val_concept=1.0281  val_acc=0.7486
[step6][seed 3] epoch 58/100  loss=0.1587  cls=0.0514  concept=1.0730  train_acc=1.0000  val_loss=1.0834  val_cls=0.9810  val_concept=1.0237  val_acc=0.7397
[step6][seed 3] epoch 59/100  loss=0.1574  cls=0.0506  concept=1.0675  train_acc=1.0000  val_loss=1.0907  val_cls=0.9884  val_concept=1.0226  val_acc=0.7475
[step6][seed 3] epoch 60/100  loss=0.1561  cls=0.0498  concept=1.0630  train_acc=1.0000  val_loss=1.0887  val_cls=0.9868  val_concept=1.0196  val_acc=0.7419
[step6][seed 3] epoch 61/100  loss=0.1547  cls=0.0489  concept=1.0578  train_acc=1.0000  val_loss=1.0812  val_cls=0.9800  val_concept=1.0120  val_acc=0.7464
[step6][seed 3] epoch 62/100  loss=0.1527  cls=0.0475  concept=1.0513  train_acc=1.0000  val_loss=1.0992  val_cls=0.9989  val_concept=1.0023  val_acc=0.7453
[step6][seed 3] epoch 63/100  loss=0.1521  cls=0.0475  concept=1.0452  train_acc=1.0000  val_loss=1.0983  val_cls=0.9981  val_concept=1.0020  val_acc=0.7397
[step6][seed 3] epoch 64/100  loss=0.1515  cls=0.0473  concept=1.0414  train_acc=1.0000  val_loss=1.0979  val_cls=0.9980  val_concept=0.9987  val_acc=0.7508
[step6][seed 3] epoch 65/100  loss=0.1510  cls=0.0471  concept=1.0389  train_acc=1.0000  val_loss=1.0855  val_cls=0.9860  val_concept=0.9952  val_acc=0.7464
[step6][seed 3] epoch 66/100  loss=0.1492  cls=0.0457  concept=1.0356  train_acc=1.0000  val_loss=1.1044  val_cls=1.0060  val_concept=0.9842  val_acc=0.7464
[step6][seed 3] epoch 67/100  loss=0.1489  cls=0.0456  concept=1.0324  train_acc=1.0000  val_loss=1.0974  val_cls=0.9993  val_concept=0.9814  val_acc=0.7464
[step6][seed 3] epoch 68/100  loss=0.1481  cls=0.0454  concept=1.0266  train_acc=1.0000  val_loss=1.0995  val_cls=1.0010  val_concept=0.9847  val_acc=0.7497
[step6][seed 3] epoch 69/100  loss=0.1470  cls=0.0446  concept=1.0241  train_acc=1.0000  val_loss=1.1028  val_cls=1.0048  val_concept=0.9798  val_acc=0.7442
[step6][seed 3] epoch 70/100  loss=0.1458  cls=0.0439  concept=1.0196  train_acc=1.0000  val_loss=1.1045  val_cls=1.0074  val_concept=0.9703  val_acc=0.7397
[step6][seed 3] epoch 71/100  loss=0.1459  cls=0.0444  concept=1.0156  train_acc=1.0000  val_loss=1.0921  val_cls=0.9947  val_concept=0.9749  val_acc=0.7464
[step6][seed 3] epoch 72/100  loss=0.1449  cls=0.0434  concept=1.0148  train_acc=1.0000  val_loss=1.0940  val_cls=0.9972  val_concept=0.9679  val_acc=0.7519
[step6][seed 3] epoch 73/100  loss=0.1438  cls=0.0428  concept=1.0109  train_acc=1.0000  val_loss=1.0979  val_cls=1.0011  val_concept=0.9682  val_acc=0.7486
[step6][seed 3] epoch 74/100  loss=0.1432  cls=0.0424  concept=1.0078  train_acc=1.0000  val_loss=1.1004  val_cls=1.0041  val_concept=0.9627  val_acc=0.7464
[step6][seed 3] epoch 75/100  loss=0.1430  cls=0.0425  concept=1.0051  train_acc=1.0000  val_loss=1.0909  val_cls=0.9948  val_concept=0.9613  val_acc=0.7531
[step6][seed 3] epoch 76/100  loss=0.1431  cls=0.0428  concept=1.0028  train_acc=1.0000  val_loss=1.0931  val_cls=0.9970  val_concept=0.9614  val_acc=0.7475
[step6][seed 3] epoch 77/100  loss=0.1420  cls=0.0420  concept=1.0006  train_acc=1.0000  val_loss=1.0987  val_cls=1.0031  val_concept=0.9554  val_acc=0.7430
[step6][seed 3] epoch 78/100  loss=0.1415  cls=0.0416  concept=0.9990  train_acc=1.0000  val_loss=1.0923  val_cls=0.9970  val_concept=0.9528  val_acc=0.7542
[step6][seed 3] epoch 79/100  loss=0.1406  cls=0.0409  concept=0.9975  train_acc=1.0000  val_loss=1.0953  val_cls=1.0003  val_concept=0.9502  val_acc=0.7464
[step6][seed 3] epoch 80/100  loss=0.1411  cls=0.0416  concept=0.9947  train_acc=1.0000  val_loss=1.0998  val_cls=1.0046  val_concept=0.9517  val_acc=0.7430
[step6][seed 3] epoch 81/100  loss=0.1402  cls=0.0408  concept=0.9939  train_acc=1.0000  val_loss=1.0940  val_cls=0.9991  val_concept=0.9485  val_acc=0.7475
[step6][seed 3] epoch 82/100  loss=0.1396  cls=0.0404  concept=0.9914  train_acc=1.0000  val_loss=1.0955  val_cls=1.0009  val_concept=0.9454  val_acc=0.7430
[step6][seed 3] epoch 83/100  loss=0.1397  cls=0.0408  concept=0.9892  train_acc=1.0000  val_loss=1.0982  val_cls=1.0036  val_concept=0.9457  val_acc=0.7486
[step6][seed 3] epoch 84/100  loss=0.1393  cls=0.0404  concept=0.9896  train_acc=1.0000  val_loss=1.1026  val_cls=1.0080  val_concept=0.9457  val_acc=0.7531
[step6][seed 3] epoch 85/100  loss=0.1388  cls=0.0400  concept=0.9878  train_acc=1.0000  val_loss=1.1021  val_cls=1.0080  val_concept=0.9410  val_acc=0.7475
[step6][seed 3] epoch 86/100  loss=0.1387  cls=0.0400  concept=0.9864  train_acc=1.0000  val_loss=1.0972  val_cls=1.0031  val_concept=0.9412  val_acc=0.7497
[step6][seed 3] epoch 87/100  loss=0.1381  cls=0.0395  concept=0.9853  train_acc=1.0000  val_loss=1.1010  val_cls=1.0070  val_concept=0.9406  val_acc=0.7453
[step6][seed 3] epoch 88/100  loss=0.1384  cls=0.0400  concept=0.9836  train_acc=1.0000  val_loss=1.0992  val_cls=1.0052  val_concept=0.9396  val_acc=0.7453
[step6][seed 3] epoch 89/100  loss=0.1378  cls=0.0394  concept=0.9835  train_acc=1.0000  val_loss=1.1003  val_cls=1.0065  val_concept=0.9381  val_acc=0.7497
[step6][seed 3] epoch 90/100  loss=0.1378  cls=0.0395  concept=0.9832  train_acc=1.0000  val_loss=1.1031  val_cls=1.0094  val_concept=0.9375  val_acc=0.7497
[step6][seed 3] epoch 91/100  loss=0.1374  cls=0.0392  concept=0.9823  train_acc=1.0000  val_loss=1.1001  val_cls=1.0064  val_concept=0.9368  val_acc=0.7475
[step6][seed 3] epoch 92/100  loss=0.1376  cls=0.0393  concept=0.9829  train_acc=1.0000  val_loss=1.1016  val_cls=1.0080  val_concept=0.9361  val_acc=0.7464
[step6][seed 3] epoch 93/100  loss=0.1370  cls=0.0388  concept=0.9820  train_acc=1.0000  val_loss=1.0982  val_cls=1.0046  val_concept=0.9352  val_acc=0.7497
[step6][seed 3] epoch 94/100  loss=0.1370  cls=0.0390  concept=0.9799  train_acc=1.0000  val_loss=1.0988  val_cls=1.0053  val_concept=0.9356  val_acc=0.7531
[step6][seed 3] epoch 95/100  loss=0.1369  cls=0.0389  concept=0.9806  train_acc=1.0000  val_loss=1.0998  val_cls=1.0063  val_concept=0.9345  val_acc=0.7508
[step6][seed 3] epoch 96/100  loss=0.1372  cls=0.0392  concept=0.9795  train_acc=1.0000  val_loss=1.0996  val_cls=1.0061  val_concept=0.9350  val_acc=0.7519
[step6][seed 3] epoch 97/100  loss=0.1368  cls=0.0389  concept=0.9794  train_acc=1.0000  val_loss=1.1011  val_cls=1.0076  val_concept=0.9347  val_acc=0.7531
[step6][seed 3] epoch 98/100  loss=0.1365  cls=0.0385  concept=0.9802  train_acc=1.0000  val_loss=1.1008  val_cls=1.0073  val_concept=0.9345  val_acc=0.7531
[step6][seed 3] epoch 99/100  loss=0.1366  cls=0.0386  concept=0.9798  train_acc=1.0000  val_loss=1.1004  val_cls=1.0070  val_concept=0.9344  val_acc=0.7531
[step6][seed 3] epoch 100/100  loss=0.1365  cls=0.0385  concept=0.9808  train_acc=1.0000  val_loss=1.1005  val_cls=1.0070  val_concept=0.9344  val_acc=0.7531
[step6][seed 3] test top-1 accuracy = 0.7213
[step6][seed 3] saved checkpoint -> /home/cril/boulaabi/CLARITY/VisualCLARITY/outputs/checkpoints/globalcbm_seed3.pt
[step6] Done.
